2014-01-02 14:17:08;humidifier off
2014-01-02 14:31:16;heating on
2014-01-02 14:52:02;heating off
2014-01-02 15:02:57;humidifier on
2014-01-02 15:21:15;heating on
2014-01-02 17:07:52;light off
2014-01-02 17:27:58;light on
2014-01-02 17:43:41;heating off
2014-01-02 18:26:12;humidifier off
2014-01-02 18:26:51;heating on
2014-01-02 18:52:14;light off
2014-01-02 19:10:02;humidifier on
2014-01-02 19:32:01;light on
2014-01-02 19:52:52;humidifier off
2014-01-02 19:59:03;heating off
2014-01-02 20:26:32;humidifier on
2014-01-02 20:49:49;heating on
2014-01-02 23:02:56;humidifier off
2014-01-02 23:16:53;humidifier on
2014-01-02 23:36:54;heating off
2014-01-02 23:42:51;light off
2014-01-02 23:52:01;light on
2014-01-03 00:28:02;heating on
2014-01-03 01:26:40;humidifier off
2014-01-03 01:28:04;heating off
2014-01-03 01:38:06;heating on
2014-01-03 01:54:52;humidifier on
2014-01-03 02:46:03;light off
2014-01-03 03:02:55;light on
2014-01-03 03:47:25;humidifier off
2014-01-03 04:03:24;humidifier on
2014-01-03 05:42:44;heating off
2014-01-03 05:48:32;heating on
2014-01-03 07:56:30;light off
2014-01-03 08:05:15;light on
2014-01-03 08:33:53;humidifier off
2014-01-03 08:48:56;humidifier on
2014-01-03 09:39:27;heating off
2014-01-03 10:25:02;heating on
2014-01-03 11:15:56;light off
2014-01-03 11:50:29;light on
2014-01-03 11:53:58;heating off
2014-01-03 12:36:02;humidifier off
2014-01-03 12:40:08;heating on
2014-01-03 13:08:51;humidifier on
2014-01-03 13:27:02;heating off
2014-01-03 13:38:38;humidifier off
2014-01-03 14:07:05;heating on
2014-01-03 14:27:25;light off
2014-01-03 14:28:41;humidifier on
2014-01-03 15:24:59;light on
2014-01-03 16:55:40;humidifier off
2014-01-03 17:04:23;heating off
2014-01-03 17:21:31;light off
2014-01-03 17:33:49;heating on
2014-01-03 17:50:30;humidifier on
2014-01-03 17:53:19;light on
2014-01-03 18:03:07;humidifier off
2014-01-03 18:09:27;humidifier on
2014-01-03 19:21:46;light off
2014-01-03 19:35:41;light on
2014-01-03 20:23:12;humidifier off
2014-01-03 20:29:55;humidifier on
2014-01-03 21:53:38;heating off
2014-01-03 22:07:26;humidifier off
2014-01-03 22:18:02;humidifier on
2014-01-03 22:52:32;heating on
2014-01-03 23:36:22;light off
2014-01-04 00:17:40;light on
2014-01-04 00:24:06;heating off
2014-01-04 00:51:57;heating on
2014-01-04 02:37:45;humidifier off
2014-01-04 03:28:48;humidifier on
2014-01-04 04:02:35;humidifier off
2014-01-04 04:18:31;heating off
2014-01-04 04:22:55;heating on
2014-01-04 04:43:26;humidifier on
2014-01-04 04:51:26;light off
2014-01-04 05:25:20;light on
2014-01-04 08:49:55;heating off
2014-01-04 08:50:36;humidifier off
2014-01-04 09:01:09;heating on
2014-01-04 09:02:40;humidifier on
2014-01-04 10:17:14;light off
2014-01-04 10:18:39;humidifier off
2014-01-04 10:20:59;light on
2014-01-04 10:48:06;humidifier on
2014-01-04 11:11:25;light off
2014-01-04 11:49:21;light on
2014-01-04 12:24:33;heating off
2014-01-04 12:53:36;light off
2014-01-04 13:24:25;heating on
2014-01-04 13:34:04;light on
2014-01-04 15:46:47;humidifier off
2014-01-04 15:53:27;heating off
2014-01-04 15:54:14;heating on
2014-01-04 15:56:36;humidifier on
2014-01-04 16:11:00;light off
2014-01-04 16:44:19;humidifier off
2014-01-04 16:56:05;light on
2014-01-04 17:18:27;humidifier on
2014-01-04 18:29:18;light off
2014-01-04 18:29:59;light on
2014-01-04 18:32:36;heating off
2014-01-04 19:00:51;heating on
2014-01-04 19:01:42;humidifier off
2014-01-04 19:19:12;humidifier on
2014-01-04 19:57:54;heating off
2014-01-04 20:25:43;light off
2014-01-04 20:27:38;heating on
2014-01-04 21:06:27;humidifier off
2014-01-04 21:16:47;humidifier on
2014-01-04 21:19:48;light on
2014-01-04 23:17:04;humidifier off
2014-01-04 23:30:47;humidifier on
2014-01-05 00:22:10;heating off
2014-01-05 00:25:31;heating on
2014-01-05 00:33:55;light off
2014-01-05 00:40:54;light on
2014-01-05 00:48:08;humidifier off
2014-01-05 00:50:59;light off
2014-01-05 01:08:44;humidifier on
2014-01-05 01:26:50;light on
2014-01-05 02:02:43;humidifier off
2014-01-05 02:03:10;humidifier on
2014-01-05 02:44:05;light off
2014-01-05 02:50:16;light on
2014-01-05 03:54:31;heating off
2014-01-05 04:36:58;heating on
2014-01-05 05:03:15;humidifier off
2014-01-05 05:21:11;humidifier on
2014-01-05 05:53:41;light off
2014-01-05 06:26:20;light on
2014-01-05 07:18:57;humidifier off
2014-01-05 07:38:38;light off
2014-01-05 07:50:17;humidifier on
2014-01-05 08:15:13;light on
2014-01-05 08:31:39;heating off
2014-01-05 09:06:54;heating on
2014-01-05 09:09:34;light off
2014-01-05 09:38:53;light on
2014-01-05 10:46:59;heating off
2014-01-05 11:20:37;light off
2014-01-05 11:22:01;heating on
2014-01-05 11:40:05;humidifier off
2014-01-05 11:42:57;heating off
2014-01-05 11:51:49;light on
2014-01-05 12:02:43;humidifier on
2014-01-05 12:19:44;heating on
2014-01-05 12:50:49;light off
2014-01-05 13:04:34;light on
2014-01-05 15:55:33;light off
2014-01-05 16:18:04;heating off
2014-01-05 16:28:38;heating on
2014-01-05 16:29:15;light on
2014-01-05 16:48:08;humidifier off
2014-01-05 17:22:16;humidifier on
2014-01-05 20:27:25;humidifier off
2014-01-05 20:35:15;humidifier on
2014-01-05 20:36:29;heating off
2014-01-05 20:55:04;heating on
2014-01-05 21:07:26;light off
2014-01-05 22:02:22;light on
2014-01-05 23:55:17;humidifier off
2014-01-06 00:40:28;humidifier on
2014-01-06 00:48:09;heating off
2014-01-06 01:25:42;heating on
2014-01-06 01:26:02;light off
2014-01-06 02:12:45;light on
2014-01-06 02:46:04;humidifier off
2014-01-06 03:21:43;humidifier on
2014-01-06 03:54:50;heating off
2014-01-06 04:19:50;heating on
2014-01-06 04:46:50;humidifier off
2014-01-06 05:34:26;humidifier on
2014-01-06 06:48:31;light off
2014-01-06 07:35:25;light on
2014-01-06 07:48:38;humidifier off
2014-01-06 08:34:19;humidifier on
2014-01-06 08:37:09;heating off
2014-01-06 09:11:53;heating on
2014-01-06 10:20:29;humidifier off
2014-01-06 10:39:10;light off
2014-01-06 10:57:41;humidifier on
2014-01-06 11:17:59;light on
2014-01-06 12:04:45;light off
2014-01-06 12:08:51;light on
2014-01-06 12:45:16;heating off
2014-01-06 13:04:16;heating on
2014-01-06 14:38:54;heating off
2014-01-06 15:14:21;heating on
2014-01-06 15:52:30;humidifier off
2014-01-06 16:10:21;light off
2014-01-06 16:23:21;humidifier on
2014-01-06 17:05:57;light on
2014-01-06 18:45:15;heating off
2014-01-06 19:09:17;heating on
2014-01-06 20:35:02;humidifier off
2014-01-06 21:20:30;humidifier on
2014-01-06 21:21:43;light off
2014-01-06 21:28:16;heating off
2014-01-06 21:39:46;light on
2014-01-06 22:12:13;heating on
2014-01-06 22:25:03;heating off
2014-01-06 23:14:40;heating on
2014-01-06 23:30:22;humidifier off
2014-01-06 23:52:41;humidifier on
2014-01-07 02:30:11;light off
2014-01-07 02:59:39;light on
2014-01-07 03:46:57;heating off
2014-01-07 03:48:46;humidifier off
2014-01-07 04:03:33;light off
2014-01-07 04:25:59;humidifier on
2014-01-07 04:41:00;light on
2014-01-07 04:46:28;heating on
2014-01-07 05:12:20;heating off
2014-01-07 05:18:33;heating on
2014-01-07 05:55:15;heating off
2014-01-07 06:43:02;heating on
2014-01-07 08:07:52;heating off
2014-01-07 08:10:43;light off
2014-01-07 08:50:26;light on
2014-01-07 08:51:59;heating on
2014-01-07 09:06:13;humidifier off
2014-01-07 09:11:03;humidifier on
2014-01-07 09:47:04;light off
2014-01-07 10:41:13;heating off
2014-01-07 10:44:14;light on
2014-01-07 11:01:09;heating on
2014-01-07 11:40:23;humidifier off
2014-01-07 12:07:30;heating off
2014-01-07 12:27:44;heating on
2014-01-07 12:39:07;humidifier on
2014-01-07 15:30:51;light off
2014-01-07 16:21:08;light on
2014-01-07 16:35:17;heating off
2014-01-07 17:08:49;humidifier off
2014-01-07 17:09:31;humidifier on
2014-01-07 17:18:23;heating on
2014-01-07 18:55:32;heating off
2014-01-07 19:41:57;heating on
2014-01-07 20:17:23;light off
2014-01-07 21:03:07;light on
2014-01-07 22:03:46;humidifier off
2014-01-07 22:45:07;humidifier on
2014-01-07 23:52:52;heating off
2014-01-08 00:32:36;heating on
2014-01-08 00:58:45;heating off
2014-01-08 01:04:30;heating on
2014-01-08 01:11:57;humidifier off
2014-01-08 01:18:28;heating off
2014-01-08 01:25:47;light off
2014-01-08 01:28:59;light on
2014-01-08 01:33:51;humidifier on
2014-01-08 01:49:11;heating on
2014-01-08 02:10:50;light off
2014-01-08 03:05:48;light on
2014-01-08 03:13:47;heating off
2014-01-08 03:23:12;heating on
2014-01-08 04:22:26;heating off
2014-01-08 05:21:22;heating on
2014-01-08 05:52:26;heating off
2014-01-08 06:16:12;light off
2014-01-08 06:16:49;light on
2014-01-08 06:29:14;humidifier off
2014-01-08 06:32:39;heating on
2014-01-08 06:46:50;humidifier on
2014-01-08 06:49:16;light off
2014-01-08 06:53:09;humidifier off
2014-01-08 06:55:15;light on
2014-01-08 07:03:55;humidifier on
2014-01-08 07:19:22;light off
2014-01-08 07:35:25;light on
2014-01-08 08:26:18;heating off
2014-01-08 08:34:10;heating on
2014-01-08 09:09:17;heating off
2014-01-08 09:30:06;heating on
2014-01-08 09:31:38;light off
2014-01-08 10:20:26;light on
2014-01-08 11:12:59;humidifier off
2014-01-08 11:19:31;light off
2014-01-08 11:27:09;light on
2014-01-08 11:36:12;humidifier on
2014-01-08 13:15:53;humidifier off
2014-01-08 13:59:54;heating off
2014-01-08 14:07:52;humidifier on
2014-01-08 14:21:57;light off
2014-01-08 14:31:07;heating on
2014-01-08 14:44:57;humidifier off
2014-01-08 15:11:14;light on
2014-01-08 15:40:14;humidifier on
2014-01-08 15:58:11;humidifier off
2014-01-08 16:46:50;humidifier on
2014-01-08 16:57:16;light off
2014-01-08 17:50:15;light on
2014-01-08 18:18:27;humidifier off
2014-01-08 18:34:32;humidifier on
2014-01-08 18:53:58;heating off
2014-01-08 19:07:33;heating on
2014-01-08 20:40:01;humidifier off
2014-01-08 21:00:23;heating off
2014-01-08 21:32:04;humidifier on
2014-01-08 21:32:27;heating on
2014-01-08 22:07:30;light off
2014-01-08 22:28:57;light on
2014-01-09 00:10:19;light off
2014-01-09 00:16:15;light on
2014-01-09 01:40:54;light off
2014-01-09 01:53:23;heating off
2014-01-09 02:15:50;heating on
2014-01-09 02:30:06;humidifier off
2014-01-09 02:38:47;light on
2014-01-09 03:05:05;humidifier on
2014-01-09 03:25:06;humidifier off
2014-01-09 03:45:29;humidifier on
2014-01-09 03:57:43;heating off
2014-01-09 04:16:24;heating on
2014-01-09 05:00:26;humidifier off
2014-01-09 05:01:46;light off
2014-01-09 05:15:39;humidifier on
2014-01-09 05:30:58;light on
2014-01-09 06:42:54;light off
2014-01-09 07:06:25;humidifier off
2014-01-09 07:16:43;heating off
2014-01-09 07:26:19;light on
2014-01-09 07:44:04;heating on
2014-01-09 08:01:24;humidifier on
2014-01-09 08:03:52;humidifier off
2014-01-09 08:49:08;humidifier on
2014-01-09 09:09:06;heating off
2014-01-09 09:37:51;heating on
2014-01-09 11:13:23;light off
2014-01-09 11:44:04;heating off
2014-01-09 12:03:20;light on
2014-01-09 12:11:39;light off
2014-01-09 12:23:40;heating on
2014-01-09 12:24:09;humidifier off
2014-01-09 12:42:15;humidifier on
2014-01-09 13:09:09;light on
2014-01-09 14:04:12;humidifier off
2014-01-09 14:29:11;humidifier on
2014-01-09 15:41:47;heating off
2014-01-09 15:45:08;heating on
2014-01-09 16:14:18;humidifier off
2014-01-09 17:14:01;humidifier on
2014-01-09 17:45:41;light off
2014-01-09 18:00:33;light on
2014-01-09 18:10:11;humidifier off
2014-01-09 18:22:42;humidifier on
2014-01-09 18:46:11;heating off
2014-01-09 19:06:14;heating on
2014-01-09 20:35:23;light off
2014-01-09 20:50:59;light on
2014-01-09 21:50:26;light off
2014-01-09 22:15:07;humidifier off
2014-01-09 22:34:20;light on
2014-01-09 22:55:12;humidifier on
2014-01-09 23:40:30;heating off
2014-01-10 00:23:47;heating on
2014-01-10 00:43:32;humidifier off
2014-01-10 01:16:22;heating off
2014-01-10 01:27:03;humidifier on
2014-01-10 01:48:42;heating on
2014-01-10 01:51:10;light off
2014-01-10 01:57:43;light on
2014-01-10 02:37:39;humidifier off
2014-01-10 02:48:41;humidifier on
2014-01-10 04:40:15;humidifier off
2014-01-10 04:42:02;light off
2014-01-10 05:12:14;humidifier on
2014-01-10 05:24:17;light on
2014-01-10 06:03:22;heating off
2014-01-10 06:19:48;heating on
2014-01-10 06:42:53;humidifier off
2014-01-10 07:36:23;light off
2014-01-10 07:38:37;humidifier on
2014-01-10 08:24:04;light on
2014-01-10 09:43:12;heating off
2014-01-10 10:37:15;heating on
2014-01-10 10:41:20;heating off
2014-01-10 11:08:39;heating on
2014-01-10 11:38:35;humidifier off
2014-01-10 11:46:49;humidifier on
2014-01-10 11:57:46;light off
2014-01-10 12:45:16;heating off
2014-01-10 12:52:37;light on
2014-01-10 13:22:35;heating on
2014-01-10 13:28:16;light off
2014-01-10 13:38:32;light on
2014-01-10 15:01:22;heating off
2014-01-10 15:08:32;humidifier off
2014-01-10 15:47:44;heating on
2014-01-10 15:59:54;humidifier on
2014-01-10 16:23:43;heating off
2014-01-10 16:35:49;humidifier off
2014-01-10 17:08:31;humidifier on
2014-01-10 17:09:16;heating on
2014-01-10 17:09:57;light off
2014-01-10 17:52:57;light on
2014-01-10 20:35:01;light off
2014-01-10 20:43:05;heating off
2014-01-10 20:53:30;heating on
2014-01-10 20:57:23;light on
2014-01-10 21:07:35;heating off
2014-01-10 21:51:51;humidifier off
2014-01-10 21:54:08;light off
2014-01-10 22:01:59;heating on
2014-01-10 22:05:10;light on
2014-01-10 22:23:53;heating off
2014-01-10 22:51:45;humidifier on
2014-01-10 23:01:34;light off
2014-01-10 23:03:16;heating on
2014-01-10 23:58:17;light on
2014-01-11 00:22:41;humidifier off
2014-01-11 01:10:05;humidifier on
2014-01-11 01:39:45;humidifier off
2014-01-11 02:09:10;heating off
2014-01-11 02:20:57;humidifier on
2014-01-11 02:47:04;heating on
2014-01-11 02:52:23;light off
2014-01-11 03:01:50;humidifier off
2014-01-11 03:33:17;humidifier on
2014-01-11 03:46:32;light on
2014-01-11 03:55:04;light off
2014-01-11 04:13:40;humidifier off
2014-01-11 04:49:03;light on
2014-01-11 04:53:11;humidifier on
2014-01-11 05:41:14;heating off
2014-01-11 06:16:20;heating on
2014-01-11 06:36:36;light off
2014-01-11 07:00:13;heating off
2014-01-11 07:14:41;light on
2014-01-11 07:20:02;heating on
2014-01-11 08:44:42;humidifier off
2014-01-11 09:30:03;humidifier on
2014-01-11 09:33:07;humidifier off
2014-01-11 10:22:43;humidifier on
2014-01-11 12:05:03;heating off
2014-01-11 12:12:25;light off
2014-01-11 12:23:49;heating on
2014-01-11 12:35:20;light on
2014-01-11 12:49:18;humidifier off
2014-01-11 13:30:20;humidifier on
2014-01-11 15:46:32;heating off
2014-01-11 16:04:09;heating on
2014-01-11 16:21:21;light off
2014-01-11 16:45:03;light on
2014-01-11 17:47:48;humidifier off
2014-01-11 17:51:59;humidifier on
2014-01-11 18:16:52;heating off
2014-01-11 18:26:33;light off
2014-01-11 18:53:49;heating on
2014-01-11 19:00:52;light on
2014-01-11 21:06:14;humidifier off
2014-01-11 21:58:09;humidifier on
2014-01-11 22:38:42;light off
2014-01-11 23:15:26;light on
2014-01-11 23:46:53;heating off
2014-01-11 23:54:38;heating on
2014-01-12 00:47:57;humidifier off
2014-01-12 00:54:34;light off
2014-01-12 01:18:33;humidifier on
2014-01-12 01:20:39;light on
2014-01-12 02:01:31;heating off
2014-01-12 02:07:23;heating on
2014-01-12 02:15:09;humidifier off
2014-01-12 02:37:17;light off
2014-01-12 02:40:15;humidifier on
2014-01-12 02:58:48;light on
2014-01-12 03:17:11;humidifier off
2014-01-12 03:32:40;heating off
2014-01-12 03:54:55;heating on
2014-01-12 03:56:36;humidifier on
2014-01-12 04:36:08;humidifier off
2014-01-12 05:26:48;humidifier on
2014-01-12 06:28:47;humidifier off
2014-01-12 06:48:12;humidifier on
2014-01-12 07:17:14;light off
2014-01-12 07:23:46;light on
2014-01-12 08:30:10;humidifier off
2014-01-12 08:50:55;heating off
2014-01-12 08:55:50;humidifier on
2014-01-12 09:00:45;humidifier off
2014-01-12 09:09:28;light off
2014-01-12 09:21:32;humidifier on
2014-01-12 09:26:23;light on
2014-01-12 09:36:18;heating on
2014-01-12 10:49:08;light off
2014-01-12 11:12:09;light on
2014-01-12 12:00:21;humidifier off
2014-01-12 12:18:07;humidifier on
2014-01-12 12:26:10;heating off
2014-01-12 13:01:08;humidifier off
2014-01-12 13:12:58;heating on
2014-01-12 13:30:15;humidifier on
2014-01-12 14:10:47;humidifier off
2014-01-12 14:11:44;humidifier on
2014-01-12 15:41:55;heating off
2014-01-12 15:58:44;light off
2014-01-12 16:25:10;light on
2014-01-12 16:35:14;heating on
2014-01-12 16:56:25;heating off
2014-01-12 17:01:04;heating on
2014-01-12 17:10:37;humidifier off
2014-01-12 17:45:01;humidifier on
2014-01-12 17:54:14;humidifier off
2014-01-12 18:11:46;humidifier on
2014-01-12 21:21:56;light off
2014-01-12 21:36:07;humidifier off
2014-01-12 21:39:54;humidifier on
2014-01-12 21:40:40;light on
2014-01-12 21:50:04;heating off
2014-01-12 22:06:26;heating on
2014-01-13 00:43:16;humidifier off
2014-01-13 01:35:57;humidifier on
2014-01-13 01:48:29;heating off
2014-01-13 02:29:18;light off
2014-01-13 02:47:09;heating on
2014-01-13 03:22:21;light on
2014-01-13 03:32:56;humidifier off
2014-01-13 03:44:59;light off
2014-01-13 04:30:07;light on
2014-01-13 04:31:52;heating off
2014-01-13 04:32:55;humidifier on
2014-01-13 04:40:41;humidifier off
2014-01-13 04:56:09;humidifier on
2014-01-13 05:03:09;light off
2014-01-13 05:17:30;heating on
2014-01-13 05:22:51;light on
2014-01-13 08:34:09;humidifier off
2014-01-13 08:49:17;humidifier on
2014-01-13 09:44:10;heating off
2014-01-13 09:59:40;light off
2014-01-13 10:06:43;humidifier off
2014-01-13 10:18:04;humidifier on
2014-01-13 10:19:36;heating on
2014-01-13 10:27:31;light on
2014-01-13 11:06:20;heating off
2014-01-13 11:19:04;heating on
2014-01-13 13:26:49;light off
2014-01-13 14:03:44;light on
2014-01-13 14:45:16;humidifier off
2014-01-13 14:57:11;humidifier on
2014-01-13 15:07:33;light off
2014-01-13 15:30:16;light on
2014-01-13 15:39:29;heating off
2014-01-13 15:58:57;humidifier off
2014-01-13 16:06:05;humidifier on
2014-01-13 16:15:57;heating on
2014-01-13 19:38:03;heating off
2014-01-13 19:43:59;humidifier off
2014-01-13 20:02:53;heating on
2014-01-13 20:09:48;light off
2014-01-13 20:30:00;humidifier on
2014-01-13 20:34:07;light on
2014-01-13 20:44:15;light off
2014-01-13 20:53:43;light on
2014-01-13 21:20:46;light off
2014-01-13 21:44:23;light on
2014-01-13 21:49:57;heating off
2014-01-13 22:38:58;heating on
2014-01-13 23:56:01;humidifier off
2014-01-14 00:20:18;humidifier on
2014-01-14 00:23:17;heating off
2014-01-14 00:51:17;heating on
2014-01-14 02:11:46;light off
2014-01-14 03:00:13;light on
2014-01-14 03:15:53;humidifier off
2014-01-14 03:29:38;heating off
2014-01-14 03:33:17;heating on
2014-01-14 03:47:58;heating off
2014-01-14 04:07:13;light off
2014-01-14 04:15:09;humidifier on
2014-01-14 04:17:52;heating on
2014-01-14 04:20:17;light on
2014-01-14 07:45:35;heating off
2014-01-14 08:01:22;humidifier off
2014-01-14 08:02:32;humidifier on
2014-01-14 08:07:42;heating on
2014-01-14 08:12:12;heating off
2014-01-14 08:39:47;light off
2014-01-14 08:47:21;heating on
2014-01-14 09:34:11;light on
2014-01-14 09:58:22;heating off
2014-01-14 10:28:31;heating on
2014-01-14 12:31:14;humidifier off
2014-01-14 13:15:07;humidifier on
2014-01-14 13:20:22;heating off
2014-01-14 13:26:09;heating on
2014-01-14 13:45:26;light off
2014-01-14 14:09:28;light on
2014-01-14 14:43:24;light off
2014-01-14 14:50:31;light on
2014-01-14 15:52:25;humidifier off
2014-01-14 15:56:53;humidifier on
2014-01-14 15:57:47;heating off
2014-01-14 16:38:52;humidifier off
2014-01-14 16:49:56;humidifier on
2014-01-14 16:52:41;heating on
2014-01-14 17:14:08;humidifier off
2014-01-14 17:33:30;humidifier on
2014-01-14 18:21:46;heating off
2014-01-14 18:57:43;heating on
2014-01-14 19:47:48;light off
2014-01-14 19:53:11;light on
2014-01-14 22:13:47;humidifier off
2014-01-14 22:42:31;humidifier on
2014-01-14 22:51:05;heating off
2014-01-14 23:24:59;heating on
2014-01-14 23:37:25;heating off
2014-01-14 23:47:46;light off
2014-01-15 00:11:17;heating on
2014-01-15 00:16:44;light on
2014-01-15 00:29:30;heating off
2014-01-15 01:25:44;heating on
2014-01-15 03:03:57;humidifier off
2014-01-15 03:21:29;humidifier on
2014-01-15 04:38:08;light off
2014-01-15 05:01:32;light on
2014-01-15 05:26:53;humidifier off
2014-01-15 05:51:12;heating off
2014-01-15 05:52:50;humidifier on
2014-01-15 06:23:26;humidifier off
2014-01-15 06:43:48;heating on
2014-01-15 06:58:44;humidifier on
2014-01-15 08:02:32;light off
2014-01-15 08:12:35;light on
2014-01-15 08:25:48;heating off
2014-01-15 09:05:32;heating on
2014-01-15 10:48:24;humidifier off
2014-01-15 11:13:12;light off
2014-01-15 11:32:11;humidifier on
2014-01-15 11:36:30;heating off
2014-01-15 11:47:03;light on
2014-01-15 12:16:08;humidifier off
2014-01-15 12:18:34;heating on
2014-01-15 12:24:05;humidifier on
2014-01-15 13:29:20;light off
2014-01-15 14:12:48;light on
2014-01-15 15:52:29;heating off
2014-01-15 16:09:36;light off
2014-01-15 16:29:31;light on
2014-01-15 16:36:49;heating on
2014-01-15 16:58:18;humidifier off
2014-01-15 17:54:10;humidifier on
2014-01-15 18:10:09;heating off
2014-01-15 18:42:38;heating on
2014-01-15 19:38:06;humidifier off
2014-01-15 20:11:41;humidifier on
2014-01-15 20:58:06;light off
2014-01-15 21:47:38;light on
2014-01-15 22:21:08;heating off
2014-01-15 22:38:12;heating on
2014-01-15 23:05:45;heating off
2014-01-15 23:30:43;light off
2014-01-15 23:59:00;light on
2014-01-16 00:04:38;heating on
2014-01-16 00:12:59;humidifier off
2014-01-16 00:36:30;humidifier on
2014-01-16 00:51:57;heating off
2014-01-16 01:29:42;heating on
2014-01-16 02:17:43;light off
2014-01-16 03:01:48;humidifier off
2014-01-16 03:10:27;light on
2014-01-16 03:48:14;humidifier on
2014-01-16 04:53:58;light off
2014-01-16 05:16:24;light on
2014-01-16 05:28:55;heating off
2014-01-16 05:35:40;heating on
2014-01-16 05:43:41;humidifier off
2014-01-16 05:44:35;humidifier on
2014-01-16 07:43:50;light off
2014-01-16 08:00:43;light on
2014-01-16 10:05:29;humidifier off
2014-01-16 10:07:31;humidifier on
2014-01-16 10:27:05;heating off
2014-01-16 10:34:52;heating on
2014-01-16 11:39:36;light off
2014-01-16 11:39:48;light on
2014-01-16 12:26:12;light off
2014-01-16 12:52:22;heating off
2014-01-16 13:05:42;light on
2014-01-16 13:31:03;humidifier off
2014-01-16 13:37:51;heating on
2014-01-16 13:55:15;humidifier on
2014-01-16 15:59:17;humidifier off
2014-01-16 16:07:30;humidifier on
2014-01-16 16:55:40;humidifier off
2014-01-16 17:05:59;humidifier on
2014-01-16 17:38:22;heating off
2014-01-16 17:39:27;light off
2014-01-16 17:41:51;heating on
2014-01-16 18:11:45;light on
2014-01-16 20:33:12;heating off
2014-01-16 21:14:56;heating on
2014-01-16 21:51:41;humidifier off
2014-01-16 22:01:16;humidifier on
2014-01-16 22:32:26;light off
2014-01-16 23:14:44;light on
2014-01-17 00:09:11;humidifier off
2014-01-17 00:35:38;humidifier on
2014-01-17 00:56:38;humidifier off
2014-01-17 01:23:05;heating off
2014-01-17 01:40:04;humidifier on
2014-01-17 02:07:08;heating on
2014-01-17 03:12:30;heating off
2014-01-17 03:20:34;heating on
2014-01-17 03:42:01;light off
2014-01-17 03:55:58;heating off
2014-01-17 04:16:59;light on
2014-01-17 04:52:00;heating on
2014-01-17 05:39:57;humidifier off
2014-01-17 05:51:11;humidifier on
2014-01-17 06:27:42;heating off
2014-01-17 06:29:41;heating on
2014-01-17 06:36:53;light off
2014-01-17 07:10:07;light on
